Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
,,,474185.498,,256139.236,,,,,568698,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM04
,,,474113.891,,256213.277,,,,,568695,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM05
,,,474045.584,,256280.315,,,,,568692,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM06
,,,473968.554,,256351.259,,,,,568689,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM07
,,,473892.665,,256417.532,,,,,568686,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM08
,,,473816.804,,256480.442,,,,,568683,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM09
,,,473737.97,,256541.876,,,,,568680,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM10
,,,473659.364,,256601.188,,,,,568677,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM11
,,,473574.805,,256659.028,,,,,568674,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM12
,,,473494.664,,256715.36,,,,,568671,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM13
,,,473410.746,,256771.665,,,,,568668,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM14
,,,473321.891,,256826.627,,,,,568665,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM15
,,,473240.754,,256874.963,,,,,568662,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM16
,,,473157.385,,256923.626,,,,,568659,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM17
,,,473070.463,,256970.879,,,,,568656,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM18
,,,472980.832,,257017.245,,,,,568653,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM19
,,,472889.426,,257062.174,,,,,568650,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM20
,,,472796.957,,257105.144,,,,,568647,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM21
,,,472707.114,,257143.265,,,,,568644,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM22
,,,472612.508,,257178.507,,,,,568641,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM23
,,,472517.677,,257209.38,,,,,568638,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM24
,,,472417.798,,257257.349,,,,,568635,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM25
,,,472331.23,,257288.135,,,,,568632,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM26
,,,472235.779,,257323.777,,,,,568629,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM27
,,,472141.398,,257361.49,,,,,568626,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM28
,,,472047.994,,257401.28,,,,,568623,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM29
,,,471949.422,,257433.278,,,,,568620,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM30
,,,471867.792,,257481.587,,,,,568617,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM31
,,,471774.221,,257531.199,,,,,568614,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM32
,,,471684.358,,257580.065,,,,,568611,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM33
,,,471600.67,,257627.922,,,,,568608,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM34
,,,471510.642,,257680.6,,,,,568605,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM35
,,,471427.856,,257732.906,,,,,567360,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM01
,,,471341.775,,257789.007,,,,,567357,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM02
,,,471258.263,,257845.108,,,,,567354,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM03
,,,471173.706,,257902.597,,,,,567351,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM04
,,,471088.554,,257960.378,,,,,567348,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM05
,,,471007.498,,258015.165,,,,,567345,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM06
,,,470936.343,,258063.279,,,,,567342,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM07
,,,470848.415,,258122.33,,,,,567339,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM08
,,,470762.58,,258180.412,,,,,567336,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM09
,,,470673.193,,258236.181,,,,,567333,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM10
,,,470592.115,,258295.231,,,,,567330,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM11
,,,470509.458,,258348.337,,,,,567327,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM12
,,,470422.89,,258400.832,,,,,567324,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM13
,,,470337.918,,258450.404,,,,,567321,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM14
,,,470250.622,,258498.587,,,,,567318,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM15
,,,470159.376,,258546.459,,,,,567315,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM16
,,,470068.935,,258591.922,,,,,567312,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM17
,,,469986.159,,258630.843,,,,,567309,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM18
,,,469887.435,,258674.946,,,,,567306,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM19
,,,469797.847,,258712.447,,,,,567303,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM20
,,,469700.388,,258751.184,,,,,567300,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM21
,,,469608.175,,258785.396,,,,,567297,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM22
,,,469515.57,,258817.501,,,,,567294,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM23
,,,469419.918,,258849.739,,,,,567291,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM24
,,,469314.514,,258884.856,,,,,571575,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM25
,,,469229.342,,258908.69,,,,,567285,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM26
,,,469132.347,,258945.668,,,,,567282,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM27
,,,469035.681,,258978.058,,,,,567279,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM28
,,,468943.11,,259009.005,,,,,567276,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM29
,,,468845.252,,259041.75,,,,,567273,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM30
,,,468751.383,,259073.167,,,,,567270,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM31
,,,468657.054,,259104.887,,,,,567267,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM32
,,,468557.689,,259133.601,,,,,567264,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM33
,,,468469.764,,259166.428,,,,,567261,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM34
,,,468350.533,,259206.442,,,,,567258,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM35
,,,468273.866,,259232.946,,,,,567255,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM36
,,,468186.673,,259262.172,,,,,567252,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM37
,,,468087.448,,259294.188,,,,,760136,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM01
,,,467994.36,,259326.517,,,,,760133,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM02
,,,467903.333,,259356.939,,,,,760130,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM03
,,,467810.07,,259384.737,,,,,760127,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM04
,,,467712.14,,259413.255,,,,,760124,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM05
,,,467613.802,,259441.084,,,,,760121,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM06
,,,467516.377,,259486.339,,,,,760118,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM07
,,,467430.321,,259514.849,,,,,760115,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM08
,,,467330.853,,259547.985,,,,,760112,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM09
,,,467221.637,,259584.494,,,,,768737,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM10
,,,467140.746,,259611.564,,,,,760106,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM11
,,,467048.874,,259642.194,,,,,760103,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM12
,,,466940.98,,259668.89,,,,,760100,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM13
,,,466849.64,,259706.96,,,,,760097,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM14
,,,466756.57,,259740.79,,,,,760094,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM15
,,,466666.431,,259778.192,,,,,760091,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM16
,,,466679.55,,259812.63,,,,,759378,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM01
,,,466771.77,,259780.31,,,,,760044,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM02
,,,466868.11,,259747.23,,,,,760047,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM03
,,,466960.33,,259719.31,,,,,760050,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM04
,,,467060.213,,259674.956,,,,,760055,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM05
,,,467153.546,,259643.475,,,,,760058,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM06
,,,467237.229,,259615.328,,,,,768698,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM07
,,,467337.017,,259581.713,,,,,762246,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM08
,,,467440.525,,259551.286,,,,,760067,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM09
,,,467527.228,,259517.939,,,,,760070,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM10
,,,467620.633,,259486.631,,,,,760073,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM11
,,,467719.946,,259461.361,,,,,760076,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM12
,,,467813.133,,259425.507,,,,,760079,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM13
,,,467909.161,,259391.466,,,,,760082,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM14
,,,467997.75,,259360.542,,,,,760085,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM15
